Cell line name	Analysis Set Name	COSMIC ID	Sanger_ID	Matched status	GDSC description_1	GDSC description_2	Study Abbreviation	Comment	MMR	Analysis Set	Exome	SNP6	expression	methylation	IC50s	RNA-seq	Comment - genetics
CS3		1297442		Unmatched	bone	osteosarcoma					No	No	No	No	No		No QC data
EW7476		1290801		Unmatched	bone	osteosarcoma					No	No	No	No	Yes		Not commercially available
Hs 14.T		NA		Unmatched	bone	osteosarcoma					No	No	No	No	No		No QC data
Hs 704.T		NA		Unmatched	bone	osteosarcoma					No	No	No	No	No		No QC data
Hs 735.T		NA		Unmatched	bone	osteosarcoma					No	No	No	No	No		No QC data
Hs 755(B).T		NA		Unmatched	bone	osteosarcoma					No	No	No	No	No		No QC data
Hs 781.T		NA		Unmatched	bone	osteosarcoma					No	No	No	No	No		No QC data
Hs 792(B).T		NA		Unmatched	bone	osteosarcoma					No	No	No	No	No		No QC data
Hs 805.T		NA		Unmatched	bone	osteosarcoma					No	No	No	No	No		No QC data
Hs 811.T		NA		Unmatched	bone	osteosarcoma					No	No	No	No	No		No QC data
Hs 845.T		NA		Unmatched	bone	osteosarcoma					No	No	No	No	No		No QC data
Hs 860.T		NA		Unmatched	bone	osteosarcoma					No	No	No	No	No		No QC data
Hs 864.T		NA		Unmatched	bone	osteosarcoma					No	No	No	No	No		No QC data
Hs 866.T		NA		Unmatched	bone	osteosarcoma					No	No	No	No	No		No QC data
Hs 870.T		NA		Unmatched	bone	osteosarcoma					No	No	No	No	No		No QC data
Hs 888.T		NA		Unmatched	bone	osteosarcoma					No	No	No	No	No		No QC data
Hs 889.T		NA		Unmatched	bone	osteosarcoma					No	No	No	No	No		No QC data
Hs 890.T		NA		Unmatched	bone	osteosarcoma					No	No	No	No	No		No QC data
Hs 894(A).T		NA		Unmatched	bone	osteosarcoma					No	No	No	No	No		No QC data
Hs 894(C).T		NA		Unmatched	bone	osteosarcoma					No	No	No	No	No		No QC data
Hs 894(D).T		NA		Unmatched	bone	osteosarcoma					No	No	No	No	No		No QC data
Hs 899(A).T		NA		Unmatched	bone	osteosarcoma					No	No	No	No	No		No QC data
Hs 899(B).T		NA		Unmatched	bone	osteosarcoma					No	No	No	No	No		No QC data
Hs 899(C).T		NA		Unmatched	bone	osteosarcoma					No	No	No	No	No		No QC data
Hs 899(D).T		NA		Unmatched	bone	osteosarcoma					No	No	No	No	No		No QC data
Hs-387-T		1298139		Unmatched	bone	osteosarcoma					No	No	No	No	No		No QC data
Hs-707-A-T		1298140		Unmatched	bone	osteosarcoma					No	No	No	No	No		No QC data
Hs-894-B-T		1298142		Unmatched	bone	osteosarcoma					No	No	No	No	No		No QC data - Not commercially available
HT 728.T		NA		Unmatched	bone	osteosarcoma					No	No	No	No	No		No QC data
OSA-4512351		1333021		Unmatched	bone	osteosarcoma					No	No	No	No	No		Growth pattern, Not commercially available
OSA-7764		1333022		Unmatched	bone	osteosarcoma					No	No	No	No	No		Growth pattern, Not commercially available
OSA-80		1298361		Unmatched	bone	osteosarcoma					No	No	No	No	Yes		No QC data. Not commercially available
T1-73		NA		Unmatched	bone	osteosarcoma					No	No	No	No	No		No QC data
TE 417.T		NA		Unmatched	bone	osteosarcoma					No	No	No	No	No		No QC data
TE 418.T		NA		Unmatched	bone	osteosarcoma					No	No	No	No	No		No QC data
TI-73		910696		Unmatched	bone	osteosarcoma					No	No	No	No	Yes		No QC data. Poor Growth - very slow and thin
TO 203.T		NA		Unmatched	bone	osteosarcoma					No	No	No	No	No		No QC data
HCC1008		1303899		Unmatched	breast	breast					No	No	No	No	No		No QC data
Hs 564(E).Mg		NA		Unmatched	breast	breast					No	No	No	No	No		No QC data
Hs 578Bst		NA		Unmatched	breast	breast					No	No	No	No	No		No QC data
Hs 579.Mg		NA		Unmatched	breast	breast					No	No	No	No	No		No QC data
MCF 10A		NA		Unmatched	breast	breast					No	No	No	No	No		No QC data
MCF 10F		NA		Unmatched	breast	breast					No	No	No	No	No		No QC data
MCF-12A		NA		Unmatched	breast	breast					No	No	No	No	No		No QC data
MDA-MB-134-VI		908119		Unmatched	breast	breast					No	No	Yes	Yes	Yes		Passes QC. Poor Growth
HuH-28		924163		Unmatched	digestive_system	biliary_tract					No	No	No	No	No		Fails STR comparison (doesn't hit MGH_HUH 28 (SNP))  (no other hits)
Hs 1.Int		NA		Unmatched	digestive_system	digestive_system_other					No	No	No	No	No		No QC data
KRJ-1		1330934		Unmatched	digestive_system	digestive_system_other					No	No	No	No	No		No QC data. Not commercially available
C170		1290728		Unmatched	large_intestine	large_intestine					No	No	No	No	No		Not commercially available - no longer stocked by ECACC
CL-14		1290770		Unmatched	large_intestine	large_intestine					No	No	No	No	No		No QC data
CoCM-1		910783		Unmatched	large_intestine	large_intestine					No	No	No	No	No		No QC data
Hs 200.T		NA		Unmatched	large_intestine	large_intestine					No	No	No	No	No		No QC data
Hs 219.T		NA		Unmatched	large_intestine	large_intestine					No	No	No	No	No		No QC data
Hs 587.Int		NA		Unmatched	large_intestine	large_intestine					No	No	No	No	No		No QC data
Hs-257-T		1298138		Unmatched	large_intestine	large_intestine					No	No	No	No	No		No QC data
Huh-7D12		1327757		Unmatched	digestive_system	liver					No	No	No	No	No		No QC data
LI90		NA		Unmatched	digestive_system	liver					No	No	No	No	No		No QC data
PLC-PRF-5		925349		Unmatched	digestive_system	liver					No	No	No	No	Yes		No QC data
THLE-2		NA		Unmatched	digestive_system	liver					No	No	No	No	No		No QC data
THLE-3		NA		Unmatched	digestive_system	liver					No	No	No	No	No		No QC data
Hs 738.St/Int		NA		Unmatched	digestive_system	stomach					No	No	No	No	No		No QC data
Hs-740-T		1333004		Unmatched	digestive_system	stomach					No	No	No	No	No		No QC data - Not commercially available
NUGC-2		1240194		Unmatched	digestive_system	stomach					No	No	No	No	No		No QC data: Cell ID: 4054
NCI-H295		908466		Unmatched	kidney	adrenal_gland					No	No	No	No	No		No QC data
KMRC-2		1333010		Unmatched	kidney	kidney					No	No	No	No	No		Contaminated cell line - ???
621-101		1287878		Unmatched	kidney	kidney					No	No	No	No	No		Not commercially available
Hs 891.T		NA		Unmatched	kidney	kidney					No	No	No	No	No		No QC data
Hs 926.T		NA		Unmatched	kidney	kidney					No	No	No	No	No		No QC data
KMRC-3		1333011		Unmatched	kidney	kidney					No	No	No	No	No		No QC data
IMR-90		NA		Unmatched	lung	lung_normal					No	No	No	No	No		No QC data
IMR-90-40		NA		Unmatched	lung	lung_normal					No	No	No	No	No		No QC data
MRC-9		NA		Unmatched	lung	lung_normal					No	No	No	No	No		No QC data
OUS-11		NA		Unmatched	lung	lung_normal					No	No	No	No	No		No QC data
SVts-8		NA		Unmatched	lung	lung_normal					No	No	No	No	No		No QC data
WI 38		NA		Unmatched	lung	lung_normal					No	No	No	No	No		No QC data
WI-38 VA13 sub 2 RA		NA		Unmatched	lung	lung_normal					No	No	No	No	No		No QC data
WI-38-40		NA		Unmatched	lung	lung_normal					No	No	No	No	No		No QC data
NCI-H1819		1330970		Unmatched	lung_NSCLC	lung_NSCLC_adenocarcinoma					No	No	No	No	No		No QC data. Not commercially available - No longer supplied by ATCC
NCI-H676B		1330976		Unmatched	lung_NSCLC	lung_NSCLC_adenocarcinoma					No	No	No	No	No		No QC data
NCI-H920		1330978		Unmatched	lung_NSCLC	lung_NSCLC_adenocarcinoma					No	No	No	No	No		No QC data
NCI-H969		1331056		Unmatched	lung_NSCLC	lung_NSCLC_adenocarcinoma					No	No	No	No	No		No QC data. Lost cell line
RERF-LC-Ad2		1298536		Unmatched	lung_NSCLC	lung_NSCLC_adenocarcinoma					No	No	No	No	No		No QC data
NCI-H2106		908479		Unmatched	lung_NSCLC	lung_NSCLC_not specified					No	No	No	No	No		Growth pattern
NCI-H1404		1330969		Unmatched	lung_NSCLC	lung_NSCLC_papillary					No	No	No	No	Yes		No QC data
NCI-H157		911847		Unmatched	lung_NSCLC	lung_NSCLC_squamous_cell_carcinoma					No	No	No	No	No		Passes QC. However - Cross-contaminated line Ð discontinued by ATCC - the seed stocks for CRL-5802 (NCI-H157) and  CRL-5860 (NCI-H1264) and NCI-H1339 show similar STR profiles. Only NCI-H157 in set!
NCI-H1385		1330965		Unmatched	lung_NSCLC	lung_NSCLC_squamous_cell_carcinoma					No	No	No	No	Yes		No QC data
SK-MES		1299058		Unmatched	lung_NSCLC	lung_NSCLC_squamous_cell_carcinoma					No	No	No	No	No		No QC data. No longer stocked by HPACC
Hs 417.Lu		NA		Unmatched	lung	Lung_other					No	No	No	No	No		No QC data
Hs 573.T		NA		Unmatched	lung	Lung_other					No	No	No	No	No		No QC data
LT		1330937		Unmatched	lung	Lung_other					No	No	No	No	No		No QC data. Not commercially available
NL20		NA		Unmatched	lung	Lung_other					No	No	No	No	No		No QC data
NL20-TA		NA		Unmatched	lung	Lung_other					No	No	No	No	No		No QC data
STC-1		1299060		Unmatched	lung_SCLC	lung_small_cell_carcinoma					No	No	No	No	No		Does not match orginal version - no published STR. Not commercially available
NCI-H1238		1331052		Unmatched	lung_SCLC	lung_small_cell_carcinoma					No	No	No	No	No		Difficult to grow
NCI-H1173		687999		Unmatched	lung_SCLC	lung_small_cell_carcinoma					No	No	No	No	No		Matches NCI-H711
NCI-H1284		753598		Unmatched	lung_SCLC	lung_small_cell_carcinoma					No	No	No	No	No		Consistantly fails STR assay
NCI-H1184		688000		Unmatched	lung_SCLC	lung_small_cell_carcinoma					No	No	No	No	No		Does not match its normal control 
COR-L24		1322211		Unmatched	lung_SCLC	lung_small_cell_carcinoma					No	No	No	No	No		No QC data
COR-L47		753544		Unmatched	lung_SCLC	lung_small_cell_carcinoma					No	No	No	No	No		No QC data
COR-L96CAR		971776		Unmatched	lung_SCLC	lung_small_cell_carcinoma					No	No	No	No	No		Requires expansion/no QC data
DMS-153		687984		Unmatched	lung_SCLC	lung_small_cell_carcinoma					No	No	No	No	Yes		No QC data
DMS454		1297445		Unmatched	lung_SCLC	lung_small_cell_carcinoma					No	No	No	No	No		No QC data
DMS-92		1322214		Unmatched	lung_SCLC	lung_small_cell_carcinoma					No	No	No	No	No		No QC data
KHM-3S		1240165		Unmatched	lung_SCLC	lung_small_cell_carcinoma					No	No	No	No	No		No QC data
NCI-H1522		908464		Unmatched	lung_SCLC	lung_small_cell_carcinoma					No	No	No	No	Yes		No QC data
NCI-H1618		753601		Unmatched	lung_SCLC	lung_small_cell_carcinoma					No	No	No	No	Yes		No QC data
NCI-H1672		1331053		Unmatched	lung_SCLC	lung_small_cell_carcinoma					No	No	No	No	No		No QC data. Lost cell line
NCI-H1926		908477		Unmatched	lung_SCLC	lung_small_cell_carcinoma					No	No	No	No	Yes		No QC data
NCI-H1930		924245		Unmatched	lung_SCLC	lung_small_cell_carcinoma					No	No	No	No	No		No QC data
NCI-H1994		NA		Unmatched	lung_SCLC	lung_small_cell_carcinoma					No	No	No	No	No		No QC data
NCI-H2059		753603		Unmatched	lung_SCLC	lung_small_cell_carcinoma					No	No	No	No	No		No QC data. Lost cell line, Not commercially available - no longer supplied by ATCC
NCI-H2107		924246		Unmatched	lung_SCLC	lung_small_cell_carcinoma					No	No	No	No	Yes		No QC data
NCI-H2108		1331054		Unmatched	lung_SCLC	lung_small_cell_carcinoma					No	No	No	No	No		Growth pattern
NCI-H2198		NA		Unmatched	lung_SCLC	lung_small_cell_carcinoma					No	No	No	No	No		No QC data
NCI-H220		1330974		Unmatched	lung_SCLC	lung_small_cell_carcinoma					No	No	No	No	Yes		No QC data
NCI-H2286		1298355		Unmatched	lung_SCLC	lung_small_cell_carcinoma					No	Yes	Yes	No	Yes		Passes QC. Poor DNA Quality
NCI-H2330		688019		Unmatched	lung_SCLC	lung_small_cell_carcinoma					No	No	No	No	No		No QC data
NCI-H711		910709		Unmatched	lung_SCLC	lung_small_cell_carcinoma					No	No	No	No	No		No QC data
NCI-H719		924242		Unmatched	lung_SCLC	lung_small_cell_carcinoma					No	No	No	No	Yes		No QC data
NCI-H735		NA		Unmatched	lung_SCLC	lung_small_cell_carcinoma					No	No	No	No	No		No QC data
NCI-H774		924243		Unmatched	lung_SCLC	lung_small_cell_carcinoma					No	No	No	No	No		No QC data
NCI-H865		1330977		Unmatched	lung_SCLC	lung_small_cell_carcinoma					No	No	No	No	Yes		No QC data
NCI-N417		688033		Unmatched	lung_SCLC	lung_small_cell_carcinoma					No	No	No	No	No		No QC data
SCLC-21H		753611		Unmatched	lung_SCLC	lung_small_cell_carcinoma					No	No	No	No	Yes		No QC data
H2596		1240133		Unmatched	lung	mesothelioma					No	No	No	No	Yes		Not commercially available
H2691		1290811		Unmatched	lung	mesothelioma					No	No	No	No	No		Not commercially available
D-397MG		946371		Unmatched	nervous_system	glioma					No	No	No	No	No		No QC data
D-538MG		946376		Unmatched	nervous_system	glioma					No	No	No	No	No		No QC data
IPTP-98		NA		Unmatched	nervous_system	glioma					No	No	No	No	No		No QC data
D-341MED		946378		Unmatched	nervous_system	medulloblastoma					No	No	No	No	No		No QC data
D-384MED		946379		Unmatched	nervous_system	medulloblastoma					No	No	No	No	No		No QC data
D-458MED		946381		Unmatched	nervous_system	medulloblastoma					No	No	No	No	No		No QC data
D-556MED		946380		Unmatched	nervous_system	medulloblastoma					No	No	No	No	No		No QC data
WERI-Rb-1		909782		Unmatched	nervous_system	nervous_system_other					No	No	No	No	No		Passes QC
KP-N-S19s		907315		Unmatched	neuroblastoma	neuroblastoma					No	No	No	Yes	No		No QC data
NB4-DH		908161		Unmatched	neuroblastoma	neuroblastoma					No	No	No	No	No		Obtained from Darren Hargreaves??
NH-6		925344		Unmatched	neuroblastoma	neuroblastoma					No	No	No	No	No		No QC data
HE8935		1303902		Unmatched	not_specified	not_specified					No	No	No	No	No		Not commercially available
TE-206-T		909766		Unmatched	not_specified	not_specified					No	No	No	No	No		No QC data
1108-MP2		1287377		Unmatched	pancreas	pancreas					No	No	No	No	No		Not commercially available
609MP9		1287707		Unmatched	pancreas	pancreas					No	No	No	No	No		Not commercially available
617-MP17		1287708		Unmatched	pancreas	pancreas					No	No	No	No	No		Not commercially available
722-MP14		1287879		Unmatched	pancreas	pancreas					No	No	No	No	No		Not commercially available
950MP11		1287880		Unmatched	pancreas	pancreas					No	No	No	No	No		Not commercially available
950-MP5		1287881		Unmatched	pancreas	pancreas					No	No	No	No	No		Not commercially available
A13A		1287939		Unmatched	pancreas	pancreas					No	No	No	No	No		Not commercially available
41228		1287938		Unmatched	pancreas	pancreas					No	No	No	No	No		Not commercially available
A6L		1290718		Unmatched	pancreas	pancreas					No	No	No	No	No		Not commercially available
PANC-02-13		1330989		Unmatched	pancreas	pancreas					No	No	No	No	No		No QC data
PA-TU-8988S		1298527		Unmatched	pancreas	pancreas					No	No	No	No	No		No QC data
XPA-1		1299082		Unmatched	pancreas	pancreas					No	No	No	No	No		No QC data
XPA-3		1299083		Unmatched	pancreas	pancreas					No	No	No	No	No		No QC data
XPA-4		1299084		Unmatched	pancreas	pancreas					No	No	No	No	No		No QC data
BU-ML		1290727		Unmatched	skin	melanoma					No	No	No	No	No		Not commercially available
Hs 600.T		NA		Unmatched	skin	melanoma					No	No	No	No	No		No QC data
Hs 834.T		NA		Unmatched	skin	melanoma					No	No	No	No	No		No QC data
Hs 839.T		NA		Unmatched	skin	melanoma					No	No	No	No	No		No QC data
Hs 852.T		NA		Unmatched	skin	melanoma					No	No	No	No	No		No QC data
Hs 895.T		NA		Unmatched	skin	melanoma					No	No	No	No	No		No QC data
Hs 906(A).T		NA		Unmatched	skin	melanoma					No	No	No	No	No		No QC data
Hs 908.T		NA		Unmatched	skin	melanoma					No	No	No	No	No		No QC data
Hs 936.T		NA		Unmatched	skin	melanoma					No	No	No	No	No		No QC data
K1		1298158		Unmatched	skin	melanoma					No	No	No	No	Yes		No QC data. Not commercially available
K11		1333005		Unmatched	skin	melanoma					No	No	No	No	No		No QC data. Not commercially available
K19		1298159		Unmatched	skin	melanoma					No	No	No	No	Yes		No QC data. Not commercially available
K23		1333006		Unmatched	skin	melanoma					No	No	No	No	No		No QC data. Not commercially available. Poor growth
K25		1333009		Unmatched	skin	melanoma					No	No	No	No	No		No QC data. Not commercially available
K4		1298161		Unmatched	skin	melanoma					No	No	No	No	Yes		No QC data. Not commercially available
K8		1298162		Unmatched	skin	melanoma					No	No	No	No	Yes		No QC data. Not commercially available
Luise		1333013		Unmatched	skin	melanoma					No	No	No	No	No		No QC data. Not commercially available - Poor growth
Malme-3M		905953		Unmatched	skin	melanoma					No	No	No	Yes	No		No QC data. Poor Growth, unable to obtain good quality DNA sample
MGH-BA-1		1298237		Unmatched	skin	melanoma					No	No	No	No	No		No QC data. Not commercially available
MGH-BO-1		1240175		Unmatched	skin	melanoma					No	No	No	No	No		No QC data. Not commercially available
MGH-MC-1		1240176		Unmatched	skin	melanoma					No	No	No	No	No		No QC data. Not commercially available
MGH-PO-1		1240177		Unmatched	skin	melanoma					No	No	No	No	No		No QC data. Not commercially available
MGH-QU-1		1298239		Unmatched	skin	melanoma					No	No	No	No	No		No QC data. Not commercially available
MGH-ST-1		1298240		Unmatched	skin	melanoma					No	No	No	No	No		No QC data. Not commercially available
MGH-SW-1		1298241		Unmatched	skin	melanoma					No	No	No	No	No		No QC data. Not commercially available
MGH-TH-1		1298242		Unmatched	skin	melanoma					No	No	No	No	No		No QC data. Not commercially available
MM455		1298345		Unmatched	skin	melanoma					No	No	No	No	No		No QC data. Not commercially available
MM608		1298346		Unmatched	skin	melanoma					No	No	No	No	No		No QC data. Not commercially available
NAE		1240180		Unmatched	skin	melanoma					No	No	No	No	No		No QC data. Not commercially available
SK-MEL-119		1299054		Unmatched	skin	melanoma					No	No	No	No	No		No QC data. Not commercially available
SK-MEL-131		1299055		Unmatched	skin	melanoma					No	No	No	No	No		No QC data. Not commercially available
SK-MEL-37		1240214		Unmatched	skin	melanoma					No	No	No	No	No		No QC data. Not commercially available
SK-MEL-63		1299057		Unmatched	skin	melanoma					No	No	No	No	No		No QC data. Not commercially available
UACC903		1299072		Unmatched	skin	melanoma					No	No	No	No	No		No QC data. Not commercially available
WM1158		1299077		Unmatched	skin	melanoma					No	No	No	No	Yes		No QC data. Not commercially available
WM164		1299079		Unmatched	skin	melanoma					No	No	No	No	No		No QC data. Not commercially available
WM239A		1240225		Unmatched	skin	melanoma					No	No	No	No	Yes		No QC data. Not commercially available
WM902B		1240227		Unmatched	skin	melanoma					No	No	No	No	Yes		No QC data. Not commercially available
MGH-MCC-1		1298238		Unmatched	skin	Merkel_cell_carcinoma					No	No	No	No	No		No QC data. Not commercially available
MKL-1-subclone-2		1333014		Unmatched	skin	Merkel_cell_carcinoma					No	No	No	No	Yes		No QC data. Not commercially available
MKL-2		1333015		Unmatched	skin	Merkel_cell_carcinoma					No	No	No	No	Yes		No QC data. Not commercially available
T95-45D		1333026		Unmatched	skin	Merkel_cell_carcinoma					No	No	No	No	No		No QC data. Not commercially available
UISO-MCC-1		1299074		Unmatched	skin	Merkel_cell_carcinoma					No	No	No	No	Yes		No QC data. Not commercially available
SCCH-196		1240211		Unmatched	soft_tissue	soft_tissue_other					No	No	Yes	Yes	No		Passes QC. Poor Growth
MTC-SK		1330956		Unmatched	thyroid	thyroid					No	No	No	No	No		No QC data. Not commercially available
Nthy-ori 3-1		NA		Unmatched	thyroid	thyroid					No	No	No	No	No		No QC data
Hs 172.T		NA		Unmatched	urogenital_system	Bladder					No	No	No	No	No		No QC data
Hs 195.T		NA		Unmatched	urogenital_system	Bladder					No	No	No	No	No		No QC data
Hs 228.T		NA		Unmatched	urogenital_system	Bladder					No	No	No	No	No		No QC data
BOKU		753536		Unmatched	urogenital_system	cervix					No	Yes	Yes	Yes	Yes		Requires final QC
NCC16-P11		NA		Unmatched	urogenital_system	cervix					No	No	No	No	No		No QC data
NCE 16IIA		NA		Unmatched	urogenital_system	cervix					No	No	No	No	No		No QC data
