		PTEN	d19p12	d(FANCG,PAX5)	CREBBP	KRAS	BRAF	NF1	NRAS	NF2	CDKN2A	EP300	PIK3CA	SMARCA4	d13q14.2	H2O2-UP	IL-1-UP	TGFB-UP	PI3K_only-DOWN	TGFB-DOWN	Wnt-DOWN 
	Feature Importance Scores:	NaN	NaN	NaN	0.092986	NaN	NaN	NaN	NaN	0.12657	NaN	NaN	0	NaN	NaN	NaN	NaN	0.18718	NaN	NaN	NaN 
																					 
Model 41316	CREBBP  | NF2  | SMARCA4  | TGFB-UP 	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	0.12657	NaN	NaN	NaN	0	NaN	NaN	NaN	0.18718	NaN	NaN	NaN 
																					 
Model 41317	CREBBP  | NF2  | TGFB-UP 	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	0.092986	NaN	NaN	NaN	NaN	0.12657	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.18718	NaN	NaN	NaN 
																					 
Model 41318	CREBBP  | NF2  | TGFB-UP  | TGFB-DOWN 	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0 
	Feature Importance Scores:	NaN	NaN	NaN	0.092986	NaN	NaN	NaN	NaN	0.12657	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.18718	NaN	0	NaN 
																					 
Model 41319	NF2  | SMARCA4  | TGFB-UP 	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.25259	NaN	NaN	NaN	0.092986	NaN	NaN	NaN	0.18718	NaN	NaN	NaN 
																					 
Model 41320	NF2  | SMARCA4  | TGFB-UP  | TGFB-DOWN 	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	1	0 
	Feature Importance Scores:	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.12657	NaN	NaN	NaN	0.092986	NaN	NaN	NaN	0.18718	NaN	0	NaN 
																					 
Model 41321	NF2  | PIK3CA  | SMARCA4  | TGFB-UP 	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	1	0	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.25259	NaN	NaN	0	0.092986	NaN	NaN	NaN	0.18718	NaN	NaN	NaN 
																					 
Model 4141	NF2  | SMARCA4  | PI3K_only-DOWN 	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.29976	NaN	NaN	NaN	0.11035	NaN	NaN	NaN	NaN	0.046086	NaN	NaN 
																					 
Model 4142	PTEN  | NF2  | EP300 	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0 
	Feature Importance Scores:	0.046086	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.1502	NaN	0.11035	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN 
																					 
Model 4143	PTEN  | NF2  | SMARCA4 	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0 
	Feature Importance Scores:	0.046086	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.29976	NaN	NaN	NaN	0.11035	NaN	NaN	NaN	NaN	NaN	NaN	NaN 
																					 
Model 4144	PTEN  | CREBBP  | NF2 	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0 
	Feature Importance Scores:	0.046086	NaN	NaN	0.11035	NaN	NaN	NaN	NaN	0.1502	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN 
																					 
Model 4145	PTEN  | CREBBP  | KRAS  | NF2 	1	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0 
	Feature Importance Scores:	0.046086	NaN	NaN	0.11035	0	NaN	NaN	NaN	0.1502	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN 
																					 
Model 4146	PTEN  | KRAS  | NF2  | SMARCA4 	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0 
	Feature Importance Scores:	0.046086	NaN	NaN	NaN	0	NaN	NaN	NaN	0.1502	NaN	NaN	NaN	0.11035	NaN	NaN	NaN	NaN	NaN	NaN	NaN 
																					 
Model 4147	CREBBP  | NF2  | PI3K_only-DOWN 	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	0.11035	NaN	NaN	NaN	NaN	0.1502	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.046086	NaN	NaN 
																					 
Model 4148	CREBBP  | KRAS  | NF2  | PI3K_only-DOWN 	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	0.11035	0	NaN	NaN	NaN	0.1502	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.046086	NaN	NaN 
																					 
Model 4149	NF2  | EP300  | PI3K_only-DOWN 	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.1502	NaN	0.11035	NaN	NaN	NaN	NaN	NaN	NaN	0.046086	NaN	NaN 
																					 
Model 41410	NF2  | EP300  | PIK3CA  | PI3K_only-DOWN 	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	1	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.1502	NaN	0.11035	0	NaN	NaN	NaN	NaN	NaN	0.046086	NaN	NaN 
																					 
Model 41411	NF2  | EP300  | SMARCA4  | PI3K_only-DOWN 	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	1	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.1502	NaN	0	NaN	0	NaN	NaN	NaN	NaN	0.046086	NaN	NaN 
																					 
Model 41412	NF2  | PIK3CA  | SMARCA4  | PI3K_only-DOWN 	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	1	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.29976	NaN	NaN	0	0.11035	NaN	NaN	NaN	NaN	0.046086	NaN	NaN 
																					 
Model 41413	NF2  | SMARCA4  | PI3K_only-DOWN  | TGFB-DOWN 	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	1	0 
	Feature Importance Scores:	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.1502	NaN	NaN	NaN	0.11035	NaN	NaN	NaN	NaN	0.046086	0	NaN 
																					 
Model 41414	PTEN  | KRAS  | NF2  | EP300 	1	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0 
	Feature Importance Scores:	0.046086	NaN	NaN	NaN	0	NaN	NaN	NaN	0.1502	NaN	0.11035	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN 
																					 
Model 41415	KRAS  | NF2  | SMARCA4  | PI3K_only-DOWN 	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	0.1502	NaN	NaN	NaN	0.11035	NaN	NaN	NaN	NaN	0.046086	NaN	NaN 
																					 
Model 41416	KRAS  | NF2  | EP300  | PI3K_only-DOWN 	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	0.1502	NaN	0.11035	NaN	NaN	NaN	NaN	NaN	NaN	0.046086	NaN	NaN 
																					 
Model 41417	NF2  | EP300  | PI3K_only-DOWN  | TGFB-DOWN 	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	1	0 
	Feature Importance Scores:	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.1502	NaN	0.11035	NaN	NaN	NaN	NaN	NaN	NaN	0.046086	0	NaN 
																					 
Model 41418	CREBBP  | NF2  | EP300  | PI3K_only-DOWN 	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	0.1502	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	0.046086	NaN	NaN 
																					 
Model 41419	CREBBP  | NF2  | SMARCA4  | PI3K_only-DOWN 	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	0.1502	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	0.046086	NaN	NaN 
																					 
Model 41420	CREBBP  | NF2  | PIK3CA  | PI3K_only-DOWN 	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	0.11035	NaN	NaN	NaN	NaN	0.1502	NaN	NaN	0	NaN	NaN	NaN	NaN	NaN	0.046086	NaN	NaN 
																					 
Model 41421	CREBBP  | NF2  | PI3K_only-DOWN  | TGFB-DOWN 	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0 
	Feature Importance Scores:	NaN	NaN	NaN	0.11035	NaN	NaN	NaN	NaN	0.1502	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.046086	0	NaN 
																					 
Model 41422	PTEN  | CREBBP  | NF2  | EP300 	1	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0 
	Feature Importance Scores:	0.046086	NaN	NaN	0	NaN	NaN	NaN	NaN	0.1502	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN 
																					 
Model 41423	PTEN  | CREBBP  | NF2  | PIK3CA 	1	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0 
	Feature Importance Scores:	0.046086	NaN	NaN	0.11035	NaN	NaN	NaN	NaN	0.1502	NaN	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN 
																					 
Model 41424	PTEN  | CREBBP  | NF2  | SMARCA4 	1	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0 
	Feature Importance Scores:	0.046086	NaN	NaN	0	NaN	NaN	NaN	NaN	0.1502	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN 
																					 
Model 41425	PTEN  | CREBBP  | NF2  | PI3K_only-DOWN 	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0 
	Feature Importance Scores:	0	NaN	NaN	0.11035	NaN	NaN	NaN	NaN	0.1502	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN 
																					 
Model 41426	PTEN  | CREBBP  | NF2  | TGFB-DOWN 	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0 
	Feature Importance Scores:	0.046086	NaN	NaN	0.11035	NaN	NaN	NaN	NaN	0.1502	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	NaN 
																					 
Model 4151	NF2  | SMARCA4  | TGFB-UP 	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.25086	NaN	NaN	NaN	0.092349	NaN	NaN	NaN	0.18589	NaN	NaN	NaN 
																					 
Model 4152	CREBBP  | NF2  | TGFB-UP 	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	0.092349	NaN	NaN	NaN	NaN	0.1257	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.18589	NaN	NaN	NaN 
																					 
Model 4153	CREBBP  | KRAS  | NF2  | TGFB-UP 	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	0.092349	0	NaN	NaN	NaN	0.1257	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.18589	NaN	NaN	NaN 
																					 
Model 4154	KRAS  | NF2  | SMARCA4  | TGFB-UP 	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	0.1257	NaN	NaN	NaN	0.092349	NaN	NaN	NaN	0.18589	NaN	NaN	NaN 
																					 
Model 4155	KRAS  | NF2  | EP300  | TGFB-UP 	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	0.1257	NaN	0.092349	NaN	NaN	NaN	NaN	NaN	0.18589	NaN	NaN	NaN 
																					 
Model 4156	CREBBP  | NF2  | EP300  | TGFB-UP 	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	0.1257	NaN	0	NaN	NaN	NaN	NaN	NaN	0.18589	NaN	NaN	NaN 
																					 
Model 4157	CREBBP  | NF2  | SMARCA4  | TGFB-UP 	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	0.1257	NaN	NaN	NaN	0	NaN	NaN	NaN	0.18589	NaN	NaN	NaN 
																					 
Model 4158	CREBBP  | NF2  | H2O2-UP  | TGFB-UP 	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	0.092349	NaN	NaN	NaN	NaN	0.1257	NaN	NaN	NaN	NaN	NaN	0	NaN	0.18589	NaN	NaN	NaN 
																					 
Model 4159	NF2  | EP300  | TGFB-UP 	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.1257	NaN	0.092349	NaN	NaN	NaN	NaN	NaN	0.18589	NaN	NaN	NaN 
																					 
Model 41510	NF2  | EP300  | SMARCA4  | TGFB-UP 	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	1	0	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.1257	NaN	0	NaN	0	NaN	NaN	NaN	0.18589	NaN	NaN	NaN 
																					 
Model 41511	NF2  | EP300  | H2O2-UP  | TGFB-UP 	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	1	0	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.1257	NaN	0.092349	NaN	NaN	NaN	0	NaN	0.18589	NaN	NaN	NaN 
																					 
Model 41512	NF2  | EP300  | TGFB-UP  | TGFB-DOWN 	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	1	0 
	Feature Importance Scores:	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.1257	NaN	0.092349	NaN	NaN	NaN	NaN	NaN	0.18589	NaN	0	NaN 
																					 
Model 41513	NF2  | SMARCA4  | H2O2-UP  | TGFB-UP 	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	1	0	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.25086	NaN	NaN	NaN	0.092349	NaN	0	NaN	0.18589	NaN	NaN	NaN 
																					 
Model 41514	NF2  | SMARCA4  | TGFB-UP  | TGFB-DOWN 	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	1	0 
	Feature Importance Scores:	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.1257	NaN	NaN	NaN	0.092349	NaN	NaN	NaN	0.18589	NaN	0	NaN 
																					 
Model 41515	CREBBP  | NF2  | TGFB-UP  | TGFB-DOWN 	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0 
	Feature Importance Scores:	NaN	NaN	NaN	0.092349	NaN	NaN	NaN	NaN	0.1257	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.18589	NaN	0	NaN 
